diet_type,specific_food_item,food_category,sugar_intake,dairy_intake,processed_food_freq,spicy_food_freq,oily_food_level,water_intake_liters,sleep_hours,stress_level,exercise,skin_type,acne_risk
Vegan,Leafy Greens,Antioxidant_Rich,Medium,Daily,Medium,Low,Low,1.5,5,1,No,Oily,Medium
Non-Veg,Chicken,Balanced,Medium,None,Medium,Low,High,1.8,5,3,Yes,Normal,Medium
Non-Veg,Chicken,Balanced,High,Daily,Low,High,Medium,1.8,7,4,Yes,Oily,High
Non-Veg,Eggs,Hormonal_Trigger,Low,None,Low,High,Medium,3.4,5,3,Yes,Dry,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,None,Medium,Medium,Low,2.2,6,4,No,Oily,High
Non-Veg,Red Meat,High_Inflammation,Low,Occasional,Low,High,High,2.2,10,2,No,Oily,High
Non-Veg,Fish,Omega3_Rich,Medium,Daily,Low,Low,High,2.5,9,3,No,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,High,Occasional,Medium,Low,Medium,2.9,7,2,No,Normal,Low
Vegan,Legumes/Pulses,Antioxidant_Rich,Low,Occasional,Low,High,Medium,1.9,5,3,No,Oily,Medium
Non-Veg,Fish,Omega3_Rich,Low,None,Low,Medium,Medium,3.0,8,2,Yes,Normal,Low
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,Low,High,Low,1.3,5,2,No,Oily,Medium
Non-Veg,Red Meat,High_Inflammation,Medium,None,Medium,Low,High,2.9,5,4,No,Dry,High
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,Daily,Medium,High,Low,1.5,4,2,No,Normal,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Medium,Daily,Medium,Medium,Medium,2.0,9,4,Yes,Dry,Medium
Non-Veg,Red Meat,High_Inflammation,High,Daily,Low,Low,Medium,2.3,5,1,No,Normal,High
Non-Veg,Fish,Omega3_Rich,High,Daily,Low,High,Low,2.8,5,2,No,Oily,High
Veg,Balanced Veg,Balanced,High,Daily,High,Medium,Low,1.5,6,1,No,Normal,High
Non-Veg,Fish,Omega3_Rich,Low,Occasional,Low,Medium,High,4.3,5,3,No,Oily,Medium
Veg,Legumes/Pulses,Antioxidant_Rich,High,Daily,Medium,Low,Low,2.4,9,2,Yes,Dry,Low
Non-Veg,Fish,Omega3_Rich,High,Daily,Medium,High,Medium,2.6,10,3,Yes,Dry,Medium
Non-Veg,Red Meat,High_Inflammation,Low,Occasional,Low,Medium,Medium,2.6,6,2,Yes,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,Low,Daily,High,Medium,High,3.2,7,2,No,Normal,High
Non-Veg,Fish,Omega3_Rich,Medium,None,Low,Medium,Medium,1.7,5,2,No,Dry,Low
Non-Veg,Eggs,Hormonal_Trigger,Medium,None,Low,Medium,Low,1.2,7,5,Yes,Dry,Medium
Non-Veg,Red Meat,High_Inflammation,High,None,Low,Medium,Low,3.2,5,1,Yes,Oily,High
Vegan,Leafy Greens,Antioxidant_Rich,High,Daily,High,High,High,2.1,7,2,No,Normal,High
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,None,High,Low,Medium,4.0,4,1,Yes,Oily,Medium
Non-Veg,Fish,Omega3_Rich,High,None,Low,Low,Medium,2.4,6,2,No,Normal,Low
Non-Veg,Eggs,Hormonal_Trigger,Low,Daily,Low,Medium,High,3.1,6,2,Yes,Oily,High
Veg,Balanced Veg,Balanced,Low,Occasional,Low,Low,Medium,1.3,4,2,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Medium,Daily,Medium,Medium,Medium,1.7,5,2,Yes,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,High,Medium,Medium,3.9,7,1,No,Dry,Low
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,None,High,Medium,Low,1.8,7,2,Yes,Oily,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,High,None,High,Low,Low,2.0,5,3,Yes,Normal,High
Non-Veg,Eggs,Hormonal_Trigger,Medium,None,Low,Low,Medium,2.2,5,3,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Medium,Occasional,High,Medium,Medium,1.9,6,3,No,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,Low,Medium,Low,3.1,6,1,No,Normal,Low
Non-Veg,Eggs,Hormonal_Trigger,Medium,Daily,Medium,Low,Medium,3.1,5,2,No,Normal,High
Vegan,Leafy Greens,Antioxidant_Rich,Low,None,Low,Medium,Medium,3.4,7,2,Yes,Normal,Low
Veg,Starchy/Potato,High_Glycemic,Medium,Occasional,Medium,Medium,Medium,2.7,7,2,No,Normal,Medium
Non-Veg,Eggs,Hormonal_Trigger,High,Daily,Medium,Medium,High,2.3,4,3,Yes,Dry,High
Veg,Leafy Greens,Antioxidant_Rich,Low,Occasional,Medium,Medium,Medium,2.8,4,1,No,Dry,Low
Non-Veg,Red Meat,High_Inflammation,High,None,Medium,Low,Low,3.9,5,1,Yes,Normal,Medium
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Low,Low,Medium,1.8,10,2,Yes,Oily,Medium
Non-Veg,Fish,Omega3_Rich,Medium,None,Medium,Low,Medium,2.7,9,4,No,Oily,Medium
Veg,Starchy/Potato,High_Glycemic,High,Daily,Medium,High,Medium,1.2,6,2,Yes,Dry,High
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Low,High,Medium,1.1,9,2,Yes,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,Medium,Occasional,High,Medium,Medium,2.6,10,4,No,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Low,Daily,High,Medium,Low,2.4,7,4,No,Normal,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Occasional,High,Medium,Low,2.9,8,2,No,Normal,Medium
Non-Veg,Chicken,Balanced,Medium,Daily,Medium,Low,Low,1.4,9,3,No,Normal,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,Occasional,Low,High,Low,1.4,5,4,Yes,Oily,High
Veg,Starchy/Potato,High_Glycemic,Low,None,Low,Low,Low,2.2,7,4,Yes,Oily,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Low,Medium,High,2.0,8,3,Yes,Oily,Medium
Veg,Balanced Veg,Balanced,Medium,Daily,High,Medium,Low,2.5,6,2,Yes,Normal,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,Daily,Low,Low,Low,2.0,5,3,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Medium,Daily,Medium,High,High,1.7,5,1,No,Oily,High
Non-Veg,Fish,Omega3_Rich,High,Daily,Medium,Medium,Medium,3.6,5,3,No,Normal,Medium
Vegan,Starchy/Potato,High_Glycemic,Low,Occasional,Low,Medium,Medium,2.4,5,4,No,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,Medium,Daily,Low,Medium,Medium,2.1,7,4,Yes,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Medium,Low,High,2.5,7,1,Yes,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Low,Daily,Low,Low,High,4.5,8,3,Yes,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Medium,Low,Low,2.2,8,3,No,Normal,Low
Vegan,Nuts/Seeds,Omega3_Rich,Low,None,High,Low,Low,2.0,7,3,Yes,Normal,Low
Non-Veg,Chicken,Balanced,Medium,None,High,Medium,Medium,1.0,8,1,Yes,Normal,Medium
Vegan,Legumes/Pulses,Antioxidant_Rich,Medium,Occasional,Low,Low,Low,3.3,5,2,Yes,Dry,Medium
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,Occasional,High,Medium,High,2.5,5,1,Yes,Dry,Medium
Veg,Balanced Veg,Balanced,High,Daily,Low,Low,High,4.5,5,4,Yes,Dry,High
Veg,Balanced Veg,Balanced,Medium,Occasional,High,Medium,Medium,2.2,7,2,Yes,Normal,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Daily,Medium,High,High,3.4,5,5,No,Dry,High
Vegan,Balanced Veg,Balanced,Medium,Daily,High,Medium,Low,3.3,7,5,Yes,Normal,Medium
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Medium,Medium,Medium,1.7,8,1,Yes,Dry,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Daily,Low,Medium,High,1.5,8,3,No,Dry,Low
Non-Veg,Eggs,Hormonal_Trigger,High,Occasional,Medium,Medium,Low,2.5,9,2,No,Normal,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Medium,Medium,High,3.1,4,4,Yes,Normal,Medium
Veg,Balanced Veg,Balanced,Medium,Daily,Medium,Low,High,1.4,6,2,No,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,Medium,Medium,Low,3.1,5,2,No,Dry,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Medium,Low,Medium,1.8,5,4,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,High,None,Low,Medium,High,1.5,9,2,Yes,Dry,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,High,Daily,Medium,High,High,2.6,6,2,Yes,Oily,High
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,High,Medium,Medium,3.1,5,2,No,Normal,Medium
Vegan,Balanced Veg,Balanced,High,Occasional,Medium,Low,Medium,3.8,5,2,Yes,Oily,Medium
Vegan,Legumes/Pulses,Antioxidant_Rich,Low,Daily,High,Low,High,3.0,7,3,Yes,Oily,Medium
Vegan,Legumes/Pulses,Antioxidant_Rich,Medium,Occasional,Medium,High,High,1.9,7,1,No,Dry,Low
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,Daily,High,Medium,Medium,2.7,8,2,Yes,Oily,High
Veg,Leafy Greens,Antioxidant_Rich,Medium,None,Medium,Medium,Medium,2.8,5,2,Yes,Normal,Low
Veg,Balanced Veg,Balanced,Low,Daily,High,Medium,Medium,2.0,5,5,No,Normal,High
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Medium,Medium,Medium,1.4,5,3,No,Normal,High
Non-Veg,Chicken,Balanced,High,Daily,High,Low,Medium,1.9,9,2,Yes,Normal,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,Daily,Medium,High,Medium,2.1,5,1,Yes,Dry,Medium
Non-Veg,Eggs,Hormonal_Trigger,High,Occasional,Low,Medium,Low,2.9,10,4,Yes,Oily,High
Non-Veg,Red Meat,High_Inflammation,Low,Daily,Medium,Low,Low,2.8,9,2,No,Dry,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Daily,Medium,Medium,Medium,1.7,7,3,No,Oily,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,High,Occasional,Medium,Low,Low,4.5,10,2,Yes,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Low,None,Low,Low,Medium,2.1,10,2,Yes,Oily,Low
Vegan,Nuts/Seeds,Omega3_Rich,Medium,Daily,High,Low,High,2.0,8,1,No,Normal,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Low,High,Low,2.7,10,1,No,Oily,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Medium,Occasional,Medium,Low,Low,1.3,7,3,No,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Low,Occasional,Medium,Low,Medium,1.6,4,2,Yes,Normal,Low
Vegan,Leafy Greens,Antioxidant_Rich,High,Daily,Medium,Medium,Low,3.9,5,1,No,Oily,Medium
Vegan,Balanced Veg,Balanced,Medium,Occasional,High,Low,Low,1.4,5,3,Yes,Oily,High
Non-Veg,Fish,Omega3_Rich,High,Occasional,High,High,Medium,3.5,7,1,Yes,Dry,Medium
Vegan,Leafy Greens,Antioxidant_Rich,Low,Daily,Low,Medium,High,2.7,8,3,No,Dry,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Medium,High,Medium,1.1,6,3,Yes,Dry,Medium
Vegan,Nuts/Seeds,Omega3_Rich,High,None,High,Low,High,3.2,6,2,No,Dry,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Medium,None,High,Medium,High,3.6,8,4,No,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,High,Occasional,Medium,High,Low,2.4,6,2,Yes,Normal,Low
Non-Veg,Red Meat,High_Inflammation,High,None,Medium,Medium,Low,1.7,8,2,No,Normal,Medium
Veg,Balanced Veg,Balanced,Medium,Daily,Low,Low,High,2.9,9,2,Yes,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Low,Daily,Low,High,Low,1.1,8,4,Yes,Normal,Low
Non-Veg,Chicken,Balanced,High,Occasional,Medium,High,Medium,2.5,5,2,Yes,Dry,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,Occasional,High,High,Low,3.2,7,4,Yes,Normal,High
Non-Veg,Eggs,Hormonal_Trigger,Medium,Occasional,High,High,Medium,0.9,8,3,Yes,Oily,High
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,Occasional,Medium,Medium,Medium,1.4,5,3,Yes,Dry,High
Vegan,Nuts/Seeds,Omega3_Rich,Medium,Occasional,Low,Medium,Medium,2.4,7,3,Yes,Normal,Low
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Occasional,Low,Low,Medium,2.0,4,1,Yes,Normal,Medium
Veg,Balanced Veg,Balanced,High,Occasional,Medium,High,Low,2.0,9,3,Yes,Normal,Medium
Non-Veg,Chicken,Balanced,Low,Daily,High,High,Medium,3.3,9,1,Yes,Oily,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Daily,High,High,Medium,3.4,10,2,No,Normal,High
Non-Veg,Eggs,Hormonal_Trigger,Low,Daily,Medium,Low,High,2.7,8,2,No,Normal,Medium
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Low,Medium,Medium,2.5,4,3,Yes,Normal,High
Non-Veg,Chicken,Balanced,High,Daily,High,High,High,1.5,4,1,Yes,Dry,High
Non-Veg,Fish,Omega3_Rich,Low,None,Medium,High,Low,2.5,5,5,Yes,Normal,Low
Veg,Starchy/Potato,High_Glycemic,High,Occasional,Medium,High,High,1.7,8,5,Yes,Dry,High
Veg,Starchy/Potato,High_Glycemic,Medium,None,Medium,Low,Medium,4.5,6,2,Yes,Oily,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,None,High,Medium,Medium,2.1,9,1,No,Oily,Medium
Vegan,Balanced Veg,Balanced,Low,Daily,Medium,Low,High,2.3,7,1,No,Dry,Low
Veg,Leafy Greens,Antioxidant_Rich,High,None,High,High,Medium,2.3,7,4,Yes,Oily,High
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Occasional,Medium,Medium,High,1.9,4,2,No,Dry,High
Non-Veg,Chicken,Balanced,Low,None,Low,Medium,Low,1.3,4,3,Yes,Dry,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,None,High,High,Low,2.6,8,2,No,Dry,Low
Vegan,Starchy/Potato,High_Glycemic,Low,None,Low,Low,Low,2.2,6,2,No,Oily,Medium
Non-Veg,Fish,Omega3_Rich,High,None,Low,Low,Low,2.8,5,2,No,Oily,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,Occasional,High,Low,Low,2.6,9,3,Yes,Normal,Medium
Veg,Balanced Veg,Balanced,Low,Occasional,Low,High,Medium,3.5,7,3,Yes,Dry,Low
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,Occasional,Medium,Low,Medium,2.5,6,4,No,Normal,Medium
Veg,Starchy/Potato,High_Glycemic,High,Daily,Low,High,Medium,2.7,7,4,No,Normal,High
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Low,Medium,Medium,2.9,6,1,No,Oily,High
Vegan,Starchy/Potato,High_Glycemic,Medium,Occasional,High,Low,High,3.7,5,2,No,Dry,High
Vegan,Legumes/Pulses,Antioxidant_Rich,Medium,Daily,Low,Medium,Medium,2.3,8,3,No,Dry,Low
Non-Veg,Red Meat,High_Inflammation,Low,Occasional,Medium,Medium,Low,2.1,9,3,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Medium,Occasional,Low,Medium,Low,1.9,5,4,No,Oily,High
Vegan,Starchy/Potato,High_Glycemic,Medium,Daily,Low,Low,Medium,2.2,5,2,Yes,Normal,Medium
Non-Veg,Chicken,Balanced,Medium,Occasional,High,Medium,Medium,1.7,5,3,No,Dry,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,High,Low,High,2.5,8,3,No,Normal,Low
Vegan,Leafy Greens,Antioxidant_Rich,Medium,None,Low,Low,Low,1.6,8,1,No,Oily,Low
Non-Veg,Eggs,Hormonal_Trigger,Medium,Daily,High,High,Medium,2.9,8,4,No,Normal,High
Veg,Starchy/Potato,High_Glycemic,Medium,Occasional,Medium,High,Low,1.6,7,4,Yes,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Medium,Medium,High,2.6,5,2,No,Dry,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,None,Medium,High,High,2.0,8,1,No,Dry,Medium
Veg,Leafy Greens,Antioxidant_Rich,Low,Daily,High,Low,Medium,3.3,9,1,No,Normal,Low
Vegan,Leafy Greens,Antioxidant_Rich,Medium,None,High,High,Low,1.8,7,3,No,Normal,Medium
Veg,Balanced Veg,Balanced,High,Daily,High,Medium,Low,1.2,6,1,Yes,Normal,High
Veg,Starchy/Potato,High_Glycemic,High,Occasional,Medium,Low,Low,2.3,6,3,No,Oily,High
Veg,Starchy/Potato,High_Glycemic,Low,Daily,Low,High,High,2.8,8,2,Yes,Oily,High
Non-Veg,Red Meat,High_Inflammation,Medium,Daily,High,High,Medium,4.5,9,2,Yes,Oily,High
Non-Veg,Chicken,Balanced,High,Occasional,Low,High,High,2.2,7,1,No,Normal,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Low,Medium,High,2.4,7,3,No,Normal,Medium
Veg,Balanced Veg,Balanced,Medium,Daily,Medium,High,High,3.6,6,1,No,Oily,High
Non-Veg,Eggs,Hormonal_Trigger,Medium,Occasional,Low,Medium,High,2.1,6,3,Yes,Dry,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,Occasional,High,Medium,High,2.9,6,2,Yes,Oily,High
Veg,Balanced Veg,Balanced,Medium,Occasional,Low,Medium,Medium,2.8,8,1,Yes,Oily,Low
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,None,Medium,Low,High,4.0,10,3,No,Normal,Medium
Non-Veg,Red Meat,High_Inflammation,Medium,Daily,Low,Low,High,1.5,7,1,No,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Medium,None,Low,Low,Medium,1.6,9,3,No,Dry,Low
Vegan,Legumes/Pulses,Antioxidant_Rich,High,Occasional,High,Medium,Medium,1.5,8,2,Yes,Normal,Medium
Veg,Legumes/Pulses,Antioxidant_Rich,Low,Occasional,Medium,High,High,2.7,5,2,No,Dry,Medium
Non-Veg,Chicken,Balanced,Low,Occasional,Low,High,Low,2.6,4,1,No,Normal,Medium
Vegan,Legumes/Pulses,Antioxidant_Rich,Medium,None,Low,Medium,Low,2.9,6,2,No,Oily,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Medium,High,Low,2.1,6,3,Yes,Oily,Medium
Non-Veg,Chicken,Balanced,High,Occasional,Low,High,Medium,2.4,10,2,No,Dry,Medium
Non-Veg,Fish,Omega3_Rich,Medium,None,High,Medium,High,1.8,5,2,Yes,Oily,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,High,High,Medium,2.3,7,1,Yes,Oily,Medium
Non-Veg,Fish,Omega3_Rich,High,None,Low,Medium,Medium,2.0,7,3,Yes,Oily,Medium
Veg,Balanced Veg,Balanced,Low,Daily,Low,High,High,1.5,6,4,Yes,Dry,Medium
Veg,Starchy/Potato,High_Glycemic,Low,Daily,Low,Low,Low,3.6,7,1,No,Oily,Medium
Non-Veg,Red Meat,High_Inflammation,High,Occasional,Medium,Medium,Medium,3.8,6,2,Yes,Normal,High
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Medium,Low,Medium,2.7,9,2,Yes,Normal,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,Occasional,High,Medium,Low,3.2,6,3,Yes,Normal,Medium
Non-Veg,Red Meat,High_Inflammation,High,Daily,Medium,High,High,1.8,8,1,No,Dry,Low
Vegan,Legumes/Pulses,Antioxidant_Rich,Medium,Daily,High,Low,Low,1.4,5,3,Yes,Oily,High
Non-Veg,Red Meat,High_Inflammation,Low,None,Low,Low,Medium,2.9,9,3,No,Normal,Medium
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,Occasional,Medium,Low,High,2.2,5,1,No,Normal,Medium
Veg,Starchy/Potato,High_Glycemic,Medium,Daily,High,Medium,High,1.8,9,4,No,Normal,High
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,Daily,High,Low,High,2.0,8,2,Yes,Normal,High
Veg,Balanced Veg,Balanced,Medium,Occasional,Medium,Low,Medium,1.6,6,3,No,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,Low,Low,High,2.0,5,4,Yes,Dry,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Low,Daily,Medium,Low,Low,3.1,6,2,No,Dry,Low
Vegan,Starchy/Potato,High_Glycemic,High,None,Medium,Medium,Low,2.2,7,2,No,Oily,Low
Non-Veg,Eggs,Hormonal_Trigger,Medium,Daily,Low,Medium,High,1.4,5,1,No,Oily,High
Vegan,Leafy Greens,Antioxidant_Rich,High,Daily,Low,Medium,High,2.5,7,3,Yes,Normal,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Daily,Low,Low,Low,2.5,8,2,Yes,Normal,Low
Veg,Balanced Veg,Balanced,High,Occasional,Medium,High,High,3.2,6,2,Yes,Oily,High
Non-Veg,Eggs,Hormonal_Trigger,Low,None,Medium,High,Low,3.0,8,1,No,Oily,Medium
Veg,Balanced Veg,Balanced,Medium,Daily,Low,Low,Low,0.8,6,3,Yes,Normal,Medium
Veg,Starchy/Potato,High_Glycemic,Low,Daily,Medium,Medium,High,1.4,6,2,Yes,Normal,Medium
Veg,Leafy Greens,Antioxidant_Rich,High,Daily,Low,Low,Low,2.1,6,4,Yes,Dry,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Daily,Medium,Low,Medium,2.7,7,2,No,Normal,Low
Veg,Legumes/Pulses,Antioxidant_Rich,Low,Daily,Medium,High,High,3.1,4,3,Yes,Normal,Medium
Veg,Leafy Greens,Antioxidant_Rich,High,Daily,Low,Low,Low,2.0,8,4,Yes,Oily,Low
Non-Veg,Red Meat,High_Inflammation,Medium,Occasional,Low,Low,Medium,1.6,4,3,No,Normal,High
Veg,Leafy Greens,Antioxidant_Rich,Low,Occasional,Low,High,High,1.4,10,3,Yes,Normal,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Low,Occasional,High,Medium,High,2.5,5,4,Yes,Normal,High
Non-Veg,Red Meat,High_Inflammation,Low,None,Low,Medium,Low,1.4,5,2,No,Oily,High
Veg,Starchy/Potato,High_Glycemic,High,None,Low,Low,Medium,3.1,8,3,No,Dry,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,High,High,Medium,2.5,5,1,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Medium,None,Low,Low,Medium,1.9,7,4,No,Oily,Medium
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Medium,Medium,Medium,2.3,8,3,No,Dry,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Low,Occasional,Low,High,Low,2.2,7,1,No,Oily,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Low,Occasional,Medium,Medium,Medium,3.2,5,3,No,Normal,Medium
Veg,Leafy Greens,Antioxidant_Rich,Low,Occasional,Medium,Low,Low,4.5,4,1,No,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Daily,Medium,Low,High,3.1,9,1,No,Normal,Low
Non-Veg,Chicken,Balanced,Low,Daily,High,Medium,High,2.5,10,3,Yes,Dry,Low
Non-Veg,Eggs,Hormonal_Trigger,High,Occasional,Medium,High,Medium,1.1,7,2,Yes,Normal,High
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,Low,Medium,High,1.9,9,1,Yes,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Low,Low,High,2.7,7,4,No,Oily,Medium
Veg,Balanced Veg,Balanced,Low,Occasional,Low,High,Medium,2.2,5,3,Yes,Oily,Medium
Vegan,Nuts/Seeds,Omega3_Rich,Medium,None,High,Medium,Medium,2.4,5,2,Yes,Dry,High
Veg,Balanced Veg,Balanced,High,None,Low,Medium,Low,1.6,8,4,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Low,Daily,High,High,Medium,2.6,4,3,No,Normal,High
Non-Veg,Chicken,Balanced,Medium,None,Medium,Medium,Medium,1.8,4,2,Yes,Dry,Medium
Non-Veg,Fish,Omega3_Rich,Medium,Occasional,High,High,High,2.2,6,1,Yes,Dry,Medium
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,Occasional,Medium,Low,Low,1.3,8,2,No,Normal,Low
Non-Veg,Eggs,Hormonal_Trigger,Medium,Daily,Low,High,Medium,2.8,8,2,Yes,Oily,High
Non-Veg,Fish,Omega3_Rich,Medium,None,Low,Low,Low,1.6,8,1,Yes,Dry,Low
Veg,Starchy/Potato,High_Glycemic,High,Occasional,Medium,Medium,High,2.0,7,2,No,Normal,Medium
Non-Veg,Eggs,Hormonal_Trigger,High,Occasional,Medium,Medium,Low,4.5,6,4,Yes,Normal,High
Veg,Starchy/Potato,High_Glycemic,High,Occasional,Medium,Medium,Medium,3.3,7,4,Yes,Normal,Medium
Veg,Paneer/Dairy Rich,Hormonal_Trigger,High,Daily,High,Medium,Medium,1.6,5,1,No,Normal,High
Veg,Paneer/Dairy Rich,Hormonal_Trigger,Medium,None,Medium,Low,Medium,1.6,5,4,No,Oily,High
Veg,Starchy/Potato,High_Glycemic,Medium,Occasional,Low,Medium,Medium,1.9,5,1,No,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,High,Daily,Low,Low,Medium,2.0,8,2,No,Oily,Medium
Non-Veg,Eggs,Hormonal_Trigger,Low,Daily,Medium,High,Medium,2.6,4,3,Yes,Normal,High
Veg,Starchy/Potato,High_Glycemic,High,Occasional,Medium,Medium,Medium,1.8,10,3,Yes,Dry,Medium
Veg,Starchy/Potato,High_Glycemic,Low,Daily,High,Medium,Medium,1.9,8,2,No,Normal,Medium
Vegan,Legumes/Pulses,Antioxidant_Rich,Low,Occasional,High,Medium,High,3.0,7,2,Yes,Normal,Low
Veg,Leafy Greens,Antioxidant_Rich,Medium,Occasional,Medium,Medium,Low,1.9,5,3,No,Normal,Medium
Vegan,Leafy Greens,Antioxidant_Rich,High,None,Low,High,Medium,1.7,10,2,Yes,Oily,Medium
Veg,Legumes/Pulses,Antioxidant_Rich,Medium,Daily,Low,Low,High,2.8,7,5,Yes,Oily,Medium
Veg,Leafy Greens,Antioxidant_Rich,Low,Daily,Low,High,High,2.9,8,3,No,Oily,Medium
Non-Veg,Red Meat,High_Inflammation,High,Occasional,Low,Low,Medium,2.8,6,1,Yes,Dry,Medium
Veg,Balanced Veg,Balanced,Low,Daily,Medium,Low,Medium,2.4,4,2,No,Oily,High
Non-Veg,Chicken,Balanced,Low,Occasional,High,High,Low,2.6,5,2,Yes,Dry,Medium
Non-Veg,Chicken,Balanced,Medium,None,Low,Medium,Medium,2.7,8,2,No,Normal,Low
Non-Veg,Red Meat,High_Inflammation,Low,Daily,High,Low,Medium,2.4,6,1,No,Normal,High
